City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
CLOVIS,FRESNO,CA,US,other,10,Very dim round light moving fast,36.8252778,-119.7019444,2007,12,26,19,30,2008,3,4,36.8252778,-119.7019444,2007-12-26,2007,10.33,55.9,UFO,1008654,2020 Decennial Census
IRVINE,ORANGE,CA,US,other,180,Ring of Blue Lights that moved similar to a jelly fish seen from 405 Freeway in South Orange County California.,33.6694444,-117.8222222,2007,12,26,20,45,2008,3,4,33.6694444,-117.8222222,2007-12-26,2007,5.43,64.3,UFO,3186989,2020 Decennial Census
WESTWOOD,LASSEN,CA,US,diamond,300,silent diamond shape w/ four blue/white lighs and a large red light in center of bottom.,40.3061111,-121.0047222,2007,12,28,20,30,2008,1,21,40.3061111,-121.0047222,2007-12-28,2007,12.36,47.3,UFO,32730,2020 Decennial Census
CARLSBAD,SAN DIEGO,CA,US,triangle,120,Dimly lit triangular shaped object moves slowly high above Carlsbad State Beach Sat. evening 12/29/07,33.1580556,-117.3497222,2007,12,29,19,0,2008,1,21,33.1580556,-117.3497222,2007-12-29,2007,7.43,63.1,UFO,3298634,2020 Decennial Census
VISTA,SAN DIEGO,CA,US,light,480,A curved hovering object with bright halogen shaped lights seen in Vista,33.2,-117.2416667,2007,12,29,7,0,2008,3,4,33.2,-117.2416667,2007-12-29,2007,7.43,63.1,UFO,3298634,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,other,4,B2 shaped UFO observed in the sky,38.4405556,-122.7133333,2007,12,30,20,15,2008,6,12,38.4405556,-122.7133333,2007-12-30,2007,26.8,57,UFO,488863,2020 Decennial Census
VISTA,SAN DIEGO,CA,US,other,600,Pale object  hovering over heighbor&#39s house&#44 with two dangling search lights up front&#44 and 3rd light at tail.,33.2,-117.2416667,2007,12,30,20,30,2008,1,21,33.2,-117.2416667,2007-12-30,2007,7.43,63.1,UFO,3298634,2020 Decennial Census
ANTIOCH,CONTRA COSTA,CA,US,circle,300,Multiple red llights in a row sighted  from my home in Antioch &#44 Calif.,38.005,-121.8047222,2007,12,31,0,5,2008,1,21,38.005,-121.8047222,2007-12-31,2007,11.26,59.9,UFO,1165927,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,rectangle,60,Floating large rectangle near Highland Park/Pasadena CA,34.0522222,-118.2427778,2007,12,31,16,0,2008,2,14,34.0522222,-118.2427778,2007-12-31,2007,6.18,62.3,UFO,10014009,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,2700,red and yellow lights off the coast by the Ocean Beach Pier in San Diego,32.7152778,-117.1563889,2007,12,31,20,45,2008,2,14,32.7152778,-117.1563889,2007-12-31,2007,7.43,63.1,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,sphere,600,Strange Lights over San Diego&#44 California sky could have been weather ballons,32.7152778,-117.1563889,2007,12,31,15,0,2008,1,21,32.7152778,-117.1563889,2007-12-31,2007,7.43,63.1,UFO,3298634,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,other,120,Rapidly moving rings of light in the sky over Santa Monica&#44 California on New Year&#39s Eve.,34.0194444,-118.4902778,2007,12,31,23,15,2008,1,21,34.0194444,-118.4902778,2007-12-31,2007,6.18,62.3,UFO,10014009,2020 Decennial Census
ANTIOCH,CONTRA COSTA,CA,US,light,480,Five lit objects high in the sky... New Years Eve in Antioch&#44 California...1/1/08 at 12:05 AM,38.005,-121.8047222,2008,1,1,0,5,2008,1,21,38.005,-121.8047222,2008-01-01,2008,7.53,45.1,UFO,1165927,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,circle,300,Five orange lights appear over San Fernando Valley&#44 CA.   ((NUFORC Note:  Possible party lanterns??  PD)),34.1808333,-118.3080556,2008,1,1,0,0,2008,1,21,34.1808333,-118.3080556,2008-01-01,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,light,120,3 unusual red lights in sky,34.1808333,-118.3080556,2008,1,1,0,15,2008,1,21,34.1808333,-118.3080556,2008-01-01,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,light,300,Orange-Red lights seen over Burbank&#44 CA on New Years.  ((NUFORC Note:  Possible party lanterns??  PD)),34.1808333,-118.3080556,2008,1,1,0,0,2008,1,21,34.1808333,-118.3080556,2008-01-01,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
CITRUS HEIGHTS,SACRAMENTO,CA,US,formation,600,Four gold glowing globes of light in formation&#44 then breaking formation.,38.7072222,-121.28,2008,1,1,1,0,2008,1,21,38.7072222,-121.28,2008-01-01,2008,8.01,45.8,UFO,1585055,2020 Decennial Census
EL CAJON,SAN DIEGO,CA,US,triangle,300,orange light flying through sky during new years.  ((NUFORC Note:  Possible party lanterns??  PD)),32.7947222,-116.9616667,2008,1,1,0,1,2008,1,21,32.7947222,-116.9616667,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,formation,240,Formation of circular lights traveling across the sky.,37.5483333,-121.9875,2008,1,1,0,3,2008,1,21,37.5483333,-121.9875,2008-01-01,2008,6.93,46,UFO,1682353,2020 Decennial Census
LA JOLLA,SAN DIEGO,CA,US,light,300,Red lights over San Diego.  ((NUFORC Note:  Possible party lanterns.  Many other reports.  PD)),32.8472222,-117.2733333,2008,1,1,0,40,2008,1,21,32.8472222,-117.2733333,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,420,Orange brightly glowing balls of light,32.7152778,-117.1563889,2008,1,1,12,30,2008,1,21,32.7152778,-117.1563889,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,600,Lights over San Diego around 0:30 New Year day.  (NUFORC Note:  Possible party lanterns&#44 but that is a guess.  PD)),32.7152778,-117.1563889,2008,1,1,0,30,2008,1,21,32.7152778,-117.1563889,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,600,My wife and I saw this at 12:30 am we had just arrived back in Pacific Beach from a party in La Jolla and saw 7 yellow / orange lights;,32.7152778,-117.1563889,2008,1,1,0,30,2008,1,21,32.7152778,-117.1563889,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,600,9 bright balls of amber light&#44 shifting formation&#44 initially making two groups of triangles and then a linear string,32.7152778,-117.1563889,2008,1,1,0,20,2008,1,21,32.7152778,-117.1563889,2008-01-01,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,other,480,Bright light in broad daylight changing intermittently to black object moves slowly across sky in Sant Barbara.,34.4208333,-119.6972222,2008,1,1,11,0,2008,1,21,34.4208333,-119.6972222,2008-01-01,2008,12.59,48.3,UFO,448229,2020 Decennial Census
DOWNEY,LOS ANGELES,CA,US,formation,900,we are not alone in the universeI really do understand how embarrassed it using solid propellant rocket for propulsion.,33.94,-118.1316667,2008,1,2,8,28,2008,1,21,33.94,-118.1316667,2008-01-02,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
WESTWOOD,LASSEN,CA,US,diamond,600,second sighting by son and I within a week in lassen/plumas county ca.,40.3061111,-121.0047222,2008,1,2,20,30,2008,1,21,40.3061111,-121.0047222,2008-01-02,2008,4.33,26.5,UFO,32730,2020 Decennial Census
TEMECULA,RIVERSIDE,CA,US,circle,3,blue circle over the skys of temecula flashed and never seened again,33.4936111,-117.1475,2008,1,3,0,15,2008,1,21,33.4936111,-117.1475,2008-01-03,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
PALM DESERT,RIVERSIDE,CA,US,triangle,2700,Numerous lighted triangular craft observed simultaneously in different quadrants of sky over Palm Desert&#44 CA,33.7222222,-116.3736111,2008,1,8,18,45,2008,1,21,33.7222222,-116.3736111,2008-01-08,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,triangle,7200,Triangular crafts appear nightly in the Almaden Valley of South San Jose CA.,37.3394444,-121.8938889,2008,1,8,22,0,2008,2,14,37.3394444,-121.8938889,2008-01-08,2008,8.92,44.8,UFO,1936259,2020 Decennial Census
LANCASTER,LOS ANGELES,CA,US,light,300,They were spaced evenly and formed a Horizontal line.,34.698055600000004,-118.1358333,2008,1,9,19,10,2008,1,21,34.698055600000004,-118.1358333,2008-01-09,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
LIVERMORE,ALAMEDA,CA,US,cylinder,60,Twin cylinder object in broad daylight over California,37.6819444,-121.7669444,2008,1,9,15,50,2008,1,21,37.6819444,-121.7669444,2008-01-09,2008,6.93,46,UFO,1682353,2020 Decennial Census
LAGUNA NIGUEL,ORANGE,CA,US,light,3,Large bright green ball of light appeared to fall rapidly from the sky&#44 then disappear.,33.5225,-117.7066667,2008,1,10,22,0,2008,2,14,33.5225,-117.7066667,2008-01-10,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
NORWALK,LOS ANGELES,CA,US,triangle,15,3 Tringle white lights traveling from north to south in a very low altitud and a steady formation line making it looks like triangle,33.9022222,-118.0808333,2008,1,12,19,20,2008,1,21,33.9022222,-118.0808333,2008-01-12,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
REDONDO BEACH,LOS ANGELES,CA,US,flash,2,a UFO spotted late at night in Los Angeles area on 1/12/08,33.8491667,-118.3875,2008,1,12,23,0,2008,1,21,33.8491667,-118.3875,2008-01-12,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,fireball,25,Fast traveling object during late night,33.9533333,-117.3952778,2008,1,12,1,30,2008,2,14,33.9533333,-117.3952778,2008-01-12,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,changing,180,A UFO flow over the Santa Monica&#44 Ca area at about 10:38 or 10:39 PM. on a clear and windy night. It was not a plane.,34.0194444,-118.4902778,2008,1,12,10,38,2008,1,21,34.0194444,-118.4902778,2008-01-12,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,light,2,I saw two &quot;stars&quot; shoot across the sky one after another - one vertically&#44 the other at a 30 degree angle.,37.775,-122.4183333,2008,1,13,3,0,2008,1,21,37.775,-122.4183333,2008-01-13,2008,9.89,47.8,UFO,873965,2020 Decennial Census
GOLETA,SANTA BARBARA,CA,US,triangle,45,Object left Earths atmosphere within 5 seconds,34.4358333,-119.8266667,2008,1,14,12,25,2008,1,21,34.4358333,-119.8266667,2008-01-14,2008,12.59,48.3,UFO,448229,2020 Decennial Census
POMONA,LOS ANGELES,CA,US,circle,1200,Strange object high in the sky&#33,34.0552778,-117.7513889,2008,1,14,14,15,2008,1,21,34.0552778,-117.7513889,2008-01-14,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
UKIAH,MENDOCINO,CA,US,other,300,Object traveled east to west veered north  was very bright and the weirdest thing is that it seemed split into 2 objects,39.1502778,-123.2066667,2008,1,14,6,40,2008,1,21,39.1502778,-123.2066667,2008-01-14,2008,16.56,42.2,UFO,91601,2020 Decennial Census
COMPTON,LOS ANGELES,CA,US,fireball,3,On the 105 east fwy in Norwalk / Compton area. 1  Bright green ball with a white streak of light.  Crash,33.8958333,-118.2191667,2008,1,15,23,20,2008,1,21,33.8958333,-118.2191667,2008-01-15,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
HIGHLAND,SAN BERNARDINO,CA,US,sphere,3,Silver sphere hovers above old Norton AFB&#44 maneuvers quickly and stops.,34.1283333,-117.2077778,2008,1,15,9,10,2008,1,21,34.1283333,-117.2077778,2008-01-15,2008,2.11,45.3,UFO,2181654,2020 Decennial Census
SAN BERNARDINO,SAN BERNARDINO,CA,US,circle,259200,Circular impression in back yard about 80 to 100 feet wide.,34.1083333,-117.2888889,2008,1,15,12,0,2008,2,14,34.1083333,-117.2888889,2008-01-15,2008,2.11,45.3,UFO,2181654,2020 Decennial Census
ADELANTO,SAN BERNARDINO,CA,US,triangle,1800,very strange and it looked very like a UFO.,34.5827778,-117.4083333,2008,1,17,18,30,2008,1,21,34.5827778,-117.4083333,2008-01-17,2008,2.11,45.3,UFO,2181654,2020 Decennial Census
AZUSA,LOS ANGELES,CA,US,disk,900,Silver Reflecting Disk shape object over Azusa.CA,34.1336111,-117.9066667,2008,1,17,14,35,2008,3,31,34.1336111,-117.9066667,2008-01-17,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
HALF MOON BAY,SAN MATEO,CA,US,changing,10800,Orange lights and triangles over field south of Half Moon Bay.,37.4636111,-122.4275,2008,1,17,8,0,2008,1,21,37.4636111,-122.4275,2008-01-17,2008,10.67,47.1,UFO,764442,2020 Decennial Census
DAVIS,YOLO,CA,US,circle,2,huge ball of light that seemed out of place with the given context of the sky when I looked up,38.545,-121.7394444,2008,1,18,23,30,2009,3,19,38.545,-121.7394444,2008-01-18,2008,9.23,45.2,UFO,216403,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,light,14400,A falshing red light. 500 Lights On Object0: Yes,34.1808333,-118.3080556,2008,1,19,19,50,2008,1,21,34.1808333,-118.3080556,2008-01-19,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
LA MESA,SAN DIEGO,CA,US,changing,120,Shape changing object sited in southeastern skies of La Mesa&#44 Ca,32.7677778,-117.0222222,2008,1,19,21,0,2008,1,21,32.7677778,-117.0222222,2008-01-19,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
JANESVILLE,LASSEN,CA,US,triangle,12,Flashing light object that flew low to the ground&#44 was quiet&#44 and was not fast&#44 nor slow.,40.2966667,-120.5230556,2008,1,20,19,56,2008,1,21,40.2966667,-120.5230556,2008-01-20,2008,4.33,26.5,UFO,32730,2020 Decennial Census
LANCASTER,LOS ANGELES,CA,US,circle,90,huge bright light moving crazily in the sky and then disappearing in lancaster&#44 california and have a video.,34.698055600000004,-118.1358333,2008,1,20,21,52,2008,2,14,34.698055600000004,-118.1358333,2008-01-20,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
MORGAN HILL,SANTA CLARA,CA,US,other,180,Morgan Hill&#44 CA&#44 3 min.&#44 white object tumbling down 200-300 feet&#442 sets of lights&#44 stops and flies horizontally.,37.1305556,-121.6533333,2008,1,20,17,11,2008,1,21,37.1305556,-121.6533333,2008-01-20,2008,8.92,44.8,UFO,1936259,2020 Decennial Census
MILPITAS,SANTA CLARA,CA,US,circle,1200,small winking light traveled across sky&#44 then stopped and hovered,37.4283333,-121.9055556,2008,1,23,2,30,2008,3,31,37.4283333,-121.9055556,2008-01-23,2008,8.92,44.8,UFO,1936259,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,oval,180,Unknown Red Oval in the sky over the San Francisco Bay Area,37.6688889,-122.0797222,2008,1,24,18,10,2008,2,14,37.6688889,-122.0797222,2008-01-24,2008,6.93,46,UFO,1682353,2020 Decennial Census
DAVIS,YOLO,CA,US,fireball,180,from my direction it was over to the west.  ((NUFORC Note:  Possibly not a serious report.  PD)),38.545,-121.7394444,2008,1,25,7,30,2008,10,31,38.545,-121.7394444,2008-01-25,2008,9.23,45.2,UFO,216403,2020 Decennial Census
ANAHEIM,ORANGE,CA,US,fireball,120,While Driving West bound on the 91 freeway around the State College exit. I thought I saw a falling star&#44 but when they started to fly,33.8352778,-117.9136111,2008,1,26,17,52,2008,2,14,33.8352778,-117.9136111,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
FULLERTON,ORANGE,CA,US,fireball,300,Two bright fireballs seen in the northeastern sky above Fullerton&#44 California.,33.8702778,-117.9244444,2008,1,26,18,0,2008,2,14,33.8702778,-117.9244444,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,rectangle,300,1-28-08 5 Large burning pieces entering atmosphere over Los Angeles,34.0522222,-118.2427778,2008,1,26,18,15,2008,2,14,34.0522222,-118.2427778,2008-01-26,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
PLACENTIA,ORANGE,CA,US,oval,180,Two oval orange disks leaving a trail &amp; turning on and off intermittently over Yorba Linda Boulevard in Placentia&#44 CA.,33.8722222,-117.8694444,2008,1,26,18,0,2008,2,14,33.8722222,-117.8694444,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
YORBA LINDA,ORANGE,CA,US,fireball,600,Fireball falling to earth&#44 stops mid fall&#44 hovers and then engages in horizontal movement&#44 disappearing and then reappearing.,33.8886111,-117.8122222,2008,1,26,18,0,2011,1,5,33.8886111,-117.8122222,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
YORBA LINDA,ORANGE,CA,US,fireball,600,What fell from the sky Jan. 26th&#44 2008?,33.8886111,-117.8122222,2008,1,26,18,0,2008,2,14,33.8886111,-117.8122222,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
YORBA LINDA,ORANGE,CA,US,light,900,Large bright white objects falling from sky with a tail of fire&#44 then hovering and moving laterally over LA county California 1/26/08,33.8886111,-117.8122222,2008,1,26,18,0,2008,2,14,33.8886111,-117.8122222,2008-01-26,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
CORONA,RIVERSIDE,CA,US,light,15,Very bright brilliant white object  flying low altitude at an absurdly stunning speed.,33.8752778,-117.5655556,2008,1,27,18,1,2008,2,14,33.8752778,-117.5655556,2008-01-27,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
LOST HILLS,KERN,CA,US,fireball,15,Blue streak that split into two&#44 seen over 5 freeway in Kern County,35.6163889,-119.6933333,2008,1,27,17,45,2008,2,14,35.6163889,-119.6933333,2008-01-27,2008,2.6,43.6,UFO,909235,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,flash,10,Bluish white and incredibly fast object witnessed over San Diego between cloud cover.,32.7152778,-117.1563889,2008,1,27,18,0,2008,2,14,32.7152778,-117.1563889,2008-01-27,2008,5.44,49.6,UFO,3298634,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,formation,180,Invisible/cloaked craft with three (3) blinking amber lights travels over Burbank&#44 CA.,34.1808333,-118.3080556,2008,1,29,20,40,2008,2,14,34.1808333,-118.3080556,2008-01-29,2008,7.87,47.2,UFO,10014009,2020 Decennial Census
MT. LAGUNA,NA,CA,US,circle,10,it was in one picture and not the other frame,32.8722222,-116.4175,2008,1,29,14,0,2008,2,14,32.8722222,-116.4175,2008-01-29,2008,NA,NA,UFO,NA,NA
SANTA ROSA,SONOMA,CA,US,teardrop,6,Siteing of two Craft traveling in formation Arc Shaped no sound black in color.,38.4405556,-122.7133333,2008,1,30,7,57,2008,2,14,38.4405556,-122.7133333,2008-01-30,2008,15.81,45.7,UFO,488863,2020 Decennial Census
IRVINE,ORANGE,CA,US,circle,3600,Two objects seen in sky near Irvine&#44 California.,33.6694444,-117.8222222,2008,1,31,21,50,2008,2,14,33.6694444,-117.8222222,2008-01-31,2008,4.71,54.3,UFO,3186989,2020 Decennial Census
LAKE ELSINORE,RIVERSIDE,CA,US,oval,240,White oval object in the skies above Lake Elsinore.,33.6680556,-117.3263889,2008,1,31,12,5,2008,2,14,33.6680556,-117.3263889,2008-01-31,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
LAKE ELSINORE,RIVERSIDE,CA,US,sphere,240,Spinning round object over Lake Elsinore,33.6680556,-117.3263889,2008,1,31,12,5,2008,3,4,33.6680556,-117.3263889,2008-01-31,2008,2.9,49.8,UFO,2418185,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,light,6,((HOAX??))  A green light flashing and moving around in the sky.,33.7738889,-117.9405556,2008,2,1,21,12,2008,2,14,33.7738889,-117.9405556,2008-02-01,2008,6.67,55.1,UFO,3186989,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,light,30,Bright Turquoise light moving in the sky then completely disapeared,33.7738889,-117.9405556,2008,2,1,20,0,2008,2,14,33.7738889,-117.9405556,2008-02-01,2008,6.67,55.1,UFO,3186989,2020 Decennial Census
VICTORVILLE,SAN BERNARDINO,CA,US,fireball,3,FALLING FIRE BALL,34.5361111,-117.2902778,2008,2,3,17,30,2008,2,14,34.5361111,-117.2902778,2008-02-03,2008,2.56,48.4,UFO,2181654,2020 Decennial Census
GRANITE BAY,PLACER,CA,US,other,600,Large blimp-like object hovering with multiple white bright lighte&#44 leaving quickly at a rapid speed,38.7633333,-121.1627778,2008,2,4,20,5,2008,2,14,38.7633333,-121.1627778,2008-02-04,2008,18.46,38.8,UFO,404739,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,formation,60,Three amber ovals quicly transited the sky above San Francisco in loose formation at high altitude,37.775,-122.4183333,2008,2,4,2,0,2008,2,14,37.775,-122.4183333,2008-02-04,2008,12.62,49.4,UFO,873965,2020 Decennial Census
MENIFEE,RIVERSIDE,CA,US,circle,8,very effortlessly fast moving object I&#39ve ever seen in the sky,33.7283333,-117.1455556,2008,2,5,12,40,2008,2,14,33.7283333,-117.1455556,2008-02-05,2008,3.69,52.1,UFO,2418185,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,flash,2,Flash of Blue Light,33.7738889,-117.9405556,2008,2,6,21,30,2008,2,14,33.7738889,-117.9405556,2008-02-06,2008,6.67,55.1,UFO,3186989,2020 Decennial Census
LAGUNA NIGUEL,ORANGE,CA,US,fireball,5,bright flash like a comet,33.5225,-117.7066667,2008,2,6,21,5,2008,2,14,33.5225,-117.7066667,2008-02-06,2008,6.67,55.1,UFO,3186989,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,unknown,480,Possible Explanations For Roaring Noises?,37.3394444,-121.8938889,2008,2,6,23,0,2008,3,4,37.3394444,-121.8938889,2008-02-06,2008,12.63,46.6,UFO,1936259,2020 Decennial Census
